Draw Call #, GPU Time (ns), Frame Buffer Bottleneck, Frame Buffer Utilized, Geometry Unit Bottleneck, Geometry Unit Utilized, Input Assembly Bottleneck, Input Assembly Utilized, Primitive Count, Raster Operations Bottleneck, Raster Operations Utilized, Shader Bottleneck, Shader Utilized, Texture Bottleneck, Texture Utilized, Shaded Pixel Count, Vertex Instruction %, Geometry Instruction %, Pixel Instruction %
972, 12717, 14.38%, 38.42%, 48.43%, 26.00%, 71.87%, 24.79%, 1676, 1.08%, 1.07%, 1.13%, 58.69%, 0.00%, 0.00%, 2136, 85.35%, 0.00%, 14.65%
973, 16493, 16.86%, 60.15%, 80.53%, 50.53%, 87.04%, 41.37%, 4132, 0.00%, 0.00%, 3.24%, 86.91%, 0.00%, 0.00%, 0, 100.00%, 0.00%, 0.00%
974, 14091, 15.75%, 54.49%, 71.19%, 45.94%, 89.78%, 38.04%, 3229, 0.00%, 0.00%, 2.15%, 78.59%, 0.00%, 0.00%, 0, 100.00%, 0.00%, 0.00%
975, 1975, 4.74%, 5.13%, 7.00%, 4.06%, 16.23%, 3.16%, 40, 0.00%, 0.00%, 1.12%, 0.00%, 0.00%, 0.00%, 0, -1.#J%, -1.#J%, -1.#J%
976, 1821, 3.32%, 7.13%, 9.02%, 6.23%, 16.00%, 4.06%, 50, 0.00%, 0.00%, 0.00%, 37.34%, 0.00%, 0.00%, 0, -1.#J%, -1.#J%, -1.#J%
977, 1952, 4.57%, 6.05%, 8.21%, 5.10%, 24.68%, 4.08%, 50, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0, 100.00%, 0.00%, 0.00%
978, 2019, 3.54%, 10.00%, 15.75%, 9.60%, 22.18%, 7.63%, 85, 0.00%, 0.00%, 0.00%, 37.01%, 0.00%, 0.00%, 0, -1.#J%, -1.#J%, -1.#J%
979, 7614, 18.27%, 44.22%, 38.33%, 20.00%, 48.22%, 19.48%, 783, 9.75%, 13.04%, 17.46%, 55.17%, 0.00%, 0.00%, 4384, 38.80%, 0.00%, 61.20%
980, 3653, 11.03%, 38.31%, 51.98%, 31.00%, 52.54%, 26.40%, 574, 0.00%, 0.00%, 1.10%, 51.64%, 0.00%, 0.00%, 0, 100.00%, 0.00%, 0.00%
981, 5509, 15.05%, 53.49%, 64.00%, 41.06%, 70.44%, 34.57%, 1066, 0.00%, 0.00%, 2.22%, 62.01%, 0.00%, 0.00%, 0, 100.00%, 0.00%, 0.00%
982, 5563, 15.75%, 55.62%, 68.00%, 43.10%, 74.00%, 35.54%, 1199, 0.00%, 0.00%, 2.13%, 73.23%, 0.00%, 0.00%, 0, 100.00%, 0.00%, 0.00%
983, 5145, 7.88%, 7.11%, 4.00%, 2.04%, 4.04%, 2.06%, 83, 2.06%, 3.01%, 2.17%, 19.81%, 0.00%, 0.00%, 728, 0.00%, 0.00%, 100.00%
984, 2351, 6.12%, 13.68%, 20.82%, 12.52%, 32.78%, 9.00%, 143, 0.00%, 0.00%, 0.00%, 27.98%, 0.00%, 0.00%, 0, 100.00%, 0.00%, 0.00%
985, 2459, 9.25%, 20.00%, 27.31%, 17.07%, 47.42%, 14.06%, 211, 0.00%, 0.00%, 1.12%, 25.29%, 0.00%, 0.00%, 0, 100.00%, 0.00%, 0.00%
986, 2563, 8.06%, 23.96%, 30.70%, 20.40%, 47.73%, 18.30%, 277, 0.00%, 0.00%, 0.00%, 36.47%, 0.00%, 0.00%, 0, 100.00%, 0.00%, 0.00%
987, 1957, 2.49%, 1.05%, 1.10%, 0.00%, 17.83%, 0.00%, 8, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0, -1.#J%, -1.#J%, -1.#J%
988, 2031, 5.16%, 0.00%, 1.16%, 1.16%, 7.00%, 1.18%, 6, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0, -1.#J%, -1.#J%, -1.#J%
989, 1919, 3.38%, 0.00%, 0.00%, 0.00%, 8.15%, 0.00%, 2, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0, -1.#J%, -1.#J%, -1.#J%
990, 1910, 3.37%, 0.00%, 0.00%, 0.00%, 7.05%, 0.00%, 2, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0, -1.#J%, -1.#J%, -1.#J%
991, 6411, 3.44%, 0.00%, 0.00%, 0.00%, 4.00%, 0.00%, 8, 0.00%, 0.00%, 0.00%, 3.34%, 0.00%, 0.00%, 16, 0.00%, 0.00%, 100.00%
992, 1821, 3.58%, 1.00%, 1.07%, 1.01%, 8.53%, 1.08%, 8, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0, -1.#J%, -1.#J%, -1.#J%
993, 1789, 3.57%, 3.10%, 4.09%, 3.06%, 8.00%, 3.11%, 24, 0.00%, 0.00%, 0.00%, 41.23%, 0.00%, 0.00%, 0, -1.#J%, -1.#J%, -1.#J%
994, 1993, 3.43%, 4.12%, 5.31%, 4.16%, 18.03%, 3.00%, 32, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0, 100.00%, 0.00%, 0.00%
995, 1879, 2.51%, 0.00%, 1.14%, 1.00%, 9.17%, 1.11%, 8, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0, 100.00%, 0.00%, 0.00%
996, 115253, 17.90%, 62.00%, 82.28%, 51.09%, 93.03%, 43.10%, 29835, 0.00%, 0.00%, 3.20%, 91.82%, 0.00%, 0.00%, 0, 100.00%, 0.00%, 0.00%
997, 41362, 16.84%, 57.13%, 73.17%, 46.32%, 93.32%, 38.12%, 9581, 0.00%, 0.00%, 2.13%, 83.98%, 0.00%, 0.00%, 0, 100.00%, 0.00%, 0.00%
998, 3277, 7.80%, 30.42%, 40.53%, 26.26%, 65.62%, 19.00%, 380, 0.00%, 0.00%, 1.07%, 46.57%, 0.00%, 0.00%, 0, 100.00%, 0.00%, 0.00%
999, 4026, 10.50%, 37.40%, 52.12%, 31.00%, 74.63%, 30.16%, 688, 0.00%, 0.00%, 1.11%, 65.12%, 0.00%, 0.00%, 0, 100.00%, 0.00%, 0.00%
1000, 2057, 4.61%, 12.38%, 17.57%, 14.23%, 17.64%, 12.26%, 104, 0.00%, 0.00%, 1.11%, 25.51%, 0.00%, 0.00%, 0, 100.00%, 0.00%, 0.00%
1001, 7514, 13.82%, 52.17%, 61.04%, 37.00%, 86.95%, 33.58%, 1493, 0.00%, 0.00%, 2.19%, 67.97%, 0.00%, 0.00%, 0, 100.00%, 0.00%, 0.00%
1002, 1841, 1.17%, 3.14%, 5.34%, 3.16%, 19.34%, 3.15%, 32, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0, 100.00%, 0.00%, 0.00%
1003, 1929, 9.13%, 0.00%, 0.00%, 0.00%, 7.17%, 0.00%, 2, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0, -1.#J%, -1.#J%, -1.#J%
1004, 4160, 14.86%, 47.51%, 45.19%, 41.00%, 73.86%, 54.63%, 384, 0.00%, 0.00%, 6.61%, 57.05%, 0.00%, 0.00%, 0, 100.00%, 0.00%, 0.00%
1005, 3673, 8.16%, 5.28%, 49.00%, 44.59%, 43.25%, 44.98%, 943, 0.00%, 0.00%, 0.00%, 45.19%, 0.00%, 0.00%, 0, 100.00%, 0.00%, 0.00%
1006, 3093, 6.80%, 4.13%, 41.57%, 37.48%, 39.18%, 37.84%, 690, 0.00%, 0.00%, 1.09%, 33.91%, 0.00%, 0.00%, 0, 100.00%, 0.00%, 0.00%
1007, 6003, 4.57%, 1.02%, 3.03%, 2.04%, 6.10%, 2.04%, 72, 0.00%, 0.00%, 0.00%, 4.30%, 0.00%, 0.00%, 400, 0.00%, 0.00%, 100.00%
1008, 5874, 6.80%, 7.05%, 3.00%, 2.03%, 3.01%, 2.02%, 72, 3.03%, 6.08%, 3.24%, 21.58%, 0.00%, 0.00%, 1848, 23.90%, 0.00%, 76.10%
1009, 4877, 4.48%, 0.00%, 4.04%, 3.00%, 4.01%, 2.00%, 72, 0.00%, 0.00%, 0.00%, 10.77%, 0.00%, 0.00%, 0, -1.#J%, -1.#J%, -1.#J%
1010, 5220, 13.53%, 10.16%, 56.00%, 58.05%, 70.69%, 71.33%, 973, 0.00%, 0.00%, 6.35%, 80.61%, 0.00%, 0.00%, 0, 100.00%, 0.00%, 0.00%
1011, 5264, 14.80%, 11.42%, 60.36%, 54.08%, 75.24%, 48.00%, 1468, 0.00%, 0.00%, 4.33%, 66.19%, 0.00%, 0.00%, 0, 100.00%, 0.00%, 0.00%
1012, 5699, 7.93%, 7.24%, 7.01%, 5.10%, 7.00%, 5.15%, 182, 1.04%, 5.14%, 3.23%, 20.39%, 0.00%, 0.00%, 1264, 25.64%, 0.00%, 74.36%
1013, 5251, 9.04%, 8.00%, 8.12%, 6.16%, 7.01%, 5.07%, 182, 3.08%, 7.17%, 6.39%, 25.99%, 0.00%, 0.00%, 1744, 20.69%, 0.00%, 79.31%
1014, 4885, 4.53%, 3.07%, 0.00%, 0.00%, 6.07%, 0.00%, 14, 1.02%, 2.01%, 1.08%, 6.54%, 0.00%, 0.00%, 1224, 0.00%, 0.00%, 100.00%
1015, 5521, 4.52%, 0.00%, 0.00%, 0.00%, 2.02%, 0.00%, 14, 0.00%, 0.00%, 0.00%, 3.25%, 0.00%, 0.00%, 200, 0.00%, 0.00%, 100.00%
1016, 3885, 5.65%, 2.00%, 18.12%, 17.25%, 17.15%, 16.04%, 399, 0.00%, 0.00%, 0.00%, 15.90%, 0.00%, 0.00%, 0, 100.00%, 0.00%, 0.00%
1017, 7547, 4.88%, 4.11%, 6.53%, 6.13%, 6.00%, 8.38%, 136, 2.01%, 2.02%, 1.09%, 21.95%, 0.00%, 0.00%, 784, 39.62%, 0.00%, 60.38%
1018, 9232, 4.65%, 4.25%, 10.34%, 9.36%, 10.00%, 12.67%, 435, 36.06%, 2.04%, 1.10%, 20.42%, 0.00%, 0.00%, 168, 59.53%, 0.00%, 40.47%
1019, 5331, 10.54%, 11.28%, 52.86%, 44.00%, 55.09%, 44.82%, 1426, 3.10%, 4.14%, 3.36%, 52.69%, 0.00%, 0.00%, 288, 72.22%, 0.00%, 27.78%
1020, 4759, 5.89%, 5.25%, 11.00%, 6.28%, 12.47%, 5.34%, 152, 2.10%, 3.16%, 2.24%, 20.72%, 0.00%, 0.00%, 216, 45.04%, 0.00%, 54.96%
1021, 2099, 3.52%, 1.03%, 11.00%, 10.80%, 18.14%, 10.65%, 127, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0, -1.#J%, -1.#J%, -1.#J%
1022, 2150, 3.43%, 2.01%, 17.09%, 15.03%, 17.41%, 15.21%, 195, 0.00%, 0.00%, 0.00%, 29.29%, 0.00%, 0.00%, 0, 100.00%, 0.00%, 0.00%
1023, 8753, 20.69%, 25.23%, 33.54%, 21.49%, 41.16%, 18.45%, 951, 18.56%, 19.00%, 25.18%, 57.77%, 0.00%, 0.00%, 7456, 28.90%, 0.00%, 71.10%
1024, 16498, 18.03%, 22.20%, 60.20%, 46.39%, 65.41%, 43.46%, 4359, 17.00%, 14.15%, 32.21%, 66.16%, 0.00%, 0.00%, 5136, 51.65%, 0.00%, 48.35%
1025, 6395, 5.77%, 4.06%, 10.29%, 6.07%, 11.33%, 5.11%, 222, 1.00%, 2.06%, 1.11%, 13.96%, 0.00%, 0.00%, 224, 71.25%, 0.00%, 28.75%
1026, 3998, 8.96%, 6.00%, 30.28%, 19.51%, 35.30%, 15.01%, 390, 0.00%, 1.01%, 0.00%, 34.60%, 0.00%, 0.00%, 0, 100.00%, 0.00%, 0.00%
1027, 3604, 6.75%, 8.11%, 10.09%, 8.05%, 11.00%, 8.09%, 182, 2.00%, 6.00%, 3.19%, 28.62%, 0.00%, 0.00%, 512, 31.75%, 0.00%, 68.25%
1028, 5049, 4.58%, 1.01%, 3.05%, 2.02%, 6.04%, 2.03%, 66, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0, -1.#J%, -1.#J%, -1.#J%
1029, 2147, 3.42%, 1.05%, 14.42%, 13.87%, 16.23%, 13.81%, 169, 0.00%, 0.00%, 0.00%, 31.51%, 0.00%, 0.00%, 0, 100.00%, 0.00%, 0.00%
1030, 2083, 4.53%, 1.01%, 13.44%, 12.08%, 16.60%, 12.00%, 156, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0, 100.00%, 0.00%, 0.00%
1031, 16467, 21.27%, 23.13%, 65.00%, 55.41%, 67.21%, 54.26%, 5460, 17.02%, 13.03%, 24.53%, 66.41%, 0.00%, 0.00%, 7208, 50.40%, 0.00%, 49.60%
1032, 11223, 17.75%, 24.12%, 53.53%, 45.17%, 56.39%, 45.00%, 3091, 20.10%, 16.06%, 31.26%, 62.10%, 0.00%, 0.00%, 8200, 36.40%, 0.00%, 63.60%
1033, 9084, 13.39%, 18.97%, 35.28%, 30.25%, 37.38%, 27.00%, 1539, 8.40%, 12.42%, 16.63%, 50.83%, 0.00%, 0.00%, 2560, 39.62%, 0.00%, 60.38%
1034, 16526, 19.14%, 21.00%, 64.46%, 50.46%, 67.07%, 48.07%, 4905, 19.08%, 11.09%, 20.47%, 68.91%, 0.00%, 0.00%, 7320, 53.84%, 0.00%, 46.16%
1035, 8042, 21.58%, 19.71%, 34.00%, 22.40%, 41.15%, 19.71%, 931, 8.16%, 12.44%, 12.79%, 47.15%, 0.00%, 0.00%, 5064, 40.32%, 0.00%, 59.68%
1036, 12977, 23.50%, 32.32%, 51.58%, 34.32%, 66.32%, 29.30%, 2288, 34.29%, 22.00%, 45.85%, 69.45%, 0.00%, 0.00%, 11192, 33.96%, 0.00%, 66.04%
1037, 7000, 16.11%, 13.17%, 26.72%, 18.00%, 33.97%, 16.05%, 690, 8.05%, 9.20%, 7.65%, 40.20%, 0.00%, 0.00%, 4792, 43.84%, 0.00%, 56.16%
1038, 11320, 13.44%, 18.04%, 42.00%, 33.06%, 47.42%, 32.06%, 2252, 16.01%, 11.02%, 40.53%, 50.96%, 0.00%, 0.00%, 2352, 46.96%, 0.00%, 53.04%
1039, 11197, 16.97%, 23.21%, 49.56%, 33.28%, 57.85%, 30.34%, 2033, 19.23%, 14.00%, 30.18%, 64.72%, 0.00%, 0.00%, 5552, 46.25%, 0.00%, 53.75%
1040, 22960, 19.18%, 26.06%, 69.59%, 55.34%, 76.51%, 53.00%, 7454, 33.20%, 16.10%, 61.43%, 76.97%, 0.00%, 0.00%, 12120, 45.93%, 0.00%, 54.07%
1041, 19374, 15.82%, 23.19%, 71.82%, 56.18%, 78.30%, 54.16%, 6449, 28.00%, 12.00%, 44.82%, 76.61%, 0.00%, 0.00%, 6256, 50.90%, 0.00%, 49.10%
1042, 9998, 13.46%, 20.11%, 48.02%, 38.33%, 46.00%, 37.21%, 2252, 16.12%, 13.12%, 24.57%, 64.29%, 0.00%, 0.00%, 3088, 43.93%, 0.00%, 56.07%
1043, 6513, 4.49%, 2.04%, 7.18%, 4.07%, 7.00%, 3.01%, 150, 1.02%, 1.02%, 0.00%, 9.63%, 0.00%, 0.00%, 0, 100.00%, 0.00%, 0.00%
1044, 5797, 4.53%, 1.03%, 5.08%, 3.03%, 6.08%, 2.02%, 94, 0.00%, 0.00%, 0.00%, 10.92%, 0.00%, 0.00%, 0, 100.00%, 0.00%, 0.00%
1045, 5666, 4.50%, 2.04%, 12.00%, 11.06%, 11.30%, 11.20%, 399, 0.00%, 0.00%, 0.00%, 15.09%, 0.00%, 0.00%, 32, 76.38%, 0.00%, 23.62%
1046, 8305, 3.12%, 13.08%, 5.13%, 5.26%, 6.26%, 7.00%, 136, 28.24%, 11.10%, 11.09%, 56.36%, 8.79%, 8.75%, 8832, 5.45%, 0.00%, 94.55%
1047, 7656, 4.49%, 17.00%, 10.14%, 11.31%, 12.14%, 14.13%, 435, 21.49%, 15.27%, 10.95%, 47.16%, 6.45%, 6.49%, 3784, 12.60%, 0.00%, 87.40%
1048, 4926, 4.53%, 2.04%, 10.13%, 7.15%, 11.05%, 6.00%, 204, 0.00%, 0.00%, 0.00%, 13.00%, 0.00%, 0.00%, 0, 100.00%, 0.00%, 0.00%
1049, 6173, 12.62%, 14.00%, 26.72%, 18.50%, 31.91%, 16.71%, 593, 7.25%, 9.13%, 11.98%, 50.94%, 0.00%, 0.00%, 4224, 31.19%, 0.00%, 68.81%
1050, 6929, 10.23%, 17.67%, 22.00%, 14.17%, 28.10%, 12.38%, 494, 11.10%, 12.17%, 17.40%, 44.01%, 0.00%, 0.00%, 3688, 26.76%, 0.00%, 73.24%
1051, 6803, 4.59%, 3.02%, 2.04%, 2.05%, 4.11%, 3.00%, 62, 1.01%, 3.06%, 2.19%, 10.94%, 1.10%, 1.09%, 632, 26.28%, 0.00%, 73.72%
1052, 4316, 4.42%, 3.06%, 1.00%, 1.01%, 3.04%, 2.05%, 24, 2.01%, 3.05%, 2.15%, 17.18%, 2.18%, 2.16%, 952, 0.00%, 0.00%, 100.00%
1053, 6810, 8.05%, 6.07%, 18.32%, 11.31%, 23.94%, 9.00%, 392, 5.10%, 2.02%, 1.08%, 22.07%, 0.00%, 0.00%, 8, 93.81%, 0.00%, 6.19%
1054, 4808, 3.35%, 0.00%, 0.00%, 0.00%, 6.00%, 0.00%, 8, 0.00%, 0.00%, 0.00%, 3.11%, 0.00%, 0.00%, 16, 0.00%, 0.00%, 100.00%
1055, 5151, 6.79%, 4.01%, 23.00%, 15.59%, 27.46%, 12.35%, 390, 0.00%, 0.00%, 0.00%, 25.14%, 0.00%, 0.00%, 0, 100.00%, 0.00%, 0.00%
1056, 6583, 12.37%, 8.07%, 23.25%, 15.17%, 22.00%, 12.25%, 494, 4.04%, 4.05%, 3.21%, 35.79%, 0.00%, 0.00%, 384, 69.23%, 0.00%, 30.77%
1057, 6882, 4.55%, 2.05%, 2.01%, 2.04%, 2.04%, 3.05%, 62, 0.00%, 1.00%, 0.00%, 6.52%, 0.00%, 0.00%, 176, 0.00%, 0.00%, 100.00%
1058, 4444, 3.30%, 1.01%, 1.00%, 1.01%, 3.00%, 2.01%, 24, 0.00%, 1.01%, 0.00%, 7.49%, 0.00%, 0.00%, 80, 0.00%, 0.00%, 100.00%
1059, 5957, 4.56%, 2.01%, 6.00%, 4.06%, 7.11%, 4.05%, 160, 0.00%, 0.00%, 0.00%, 10.89%, 0.00%, 0.00%, 0, 100.00%, 0.00%, 0.00%
1060, 10449, 15.89%, 14.00%, 44.17%, 29.48%, 52.02%, 25.06%, 1588, 11.39%, 6.17%, 17.30%, 57.27%, 0.00%, 0.00%, 2992, 62.09%, 0.00%, 37.91%
1061, 5777, 4.61%, 1.01%, 8.03%, 6.15%, 7.00%, 6.10%, 238, 0.00%, 0.00%, 0.00%, 12.20%, 0.00%, 0.00%, 0, 100.00%, 0.00%, 0.00%
1062, 5620, 3.38%, 0.00%, 0.00%, 0.00%, 3.10%, 0.00%, 8, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0, -1.#J%, -1.#J%, -1.#J%
1063, 5736, 4.58%, 1.01%, 7.00%, 4.10%, 7.06%, 3.08%, 134, 0.00%, 0.00%, 0.00%, 10.88%, 0.00%, 0.00%, 0, 100.00%, 0.00%, 0.00%
1064, 7810, 10.45%, 11.17%, 29.91%, 20.38%, 33.53%, 19.00%, 925, 6.14%, 6.11%, 8.69%, 39.73%, 0.00%, 0.00%, 856, 57.82%, 0.00%, 42.18%
1065, 5792, 3.39%, 1.01%, 2.00%, 2.02%, 5.06%, 1.01%, 66, 0.00%, 0.00%, 0.00%, 10.86%, 0.00%, 0.00%, 0, 100.00%, 0.00%, 0.00%
1066, 4066, 3.40%, 1.00%, 3.35%, 2.01%, 3.05%, 3.26%, 66, 0.00%, 0.00%, 0.00%, 4.29%, 0.00%, 0.00%, 32, 80.95%, 0.00%, 19.05%
1067, 5738, 5.52%, 5.12%, 8.00%, 6.03%, 10.19%, 5.10%, 184, 1.01%, 3.04%, 2.11%, 18.44%, 0.00%, 0.00%, 448, 35.29%, 0.00%, 64.71%
1068, 4153, 3.36%, 0.00%, 0.00%, 0.00%, 3.00%, 0.00%, 2, 0.00%, 0.00%, 0.00%, 10.90%, 0.00%, 0.00%, 536, 0.00%, 0.00%, 100.00%
1069, 5032, 3.58%, 0.00%, 0.00%, 0.00%, 3.00%, 0.00%, 4, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0, -1.#J%, -1.#J%, -1.#J%
1070, 4944, 3.40%, 1.01%, 4.06%, 3.00%, 7.03%, 3.03%, 94, 0.00%, 0.00%, 0.00%, 12.98%, 0.00%, 0.00%, 0, 100.00%, 0.00%, 0.00%
1071, 4637, 3.39%, 0.00%, 1.01%, 1.01%, 6.04%, 0.00%, 27, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0, -1.#J%, -1.#J%, -1.#J%
1072, 5344, 3.36%, 1.01%, 3.00%, 2.03%, 3.00%, 2.02%, 71, 0.00%, 0.00%, 0.00%, 11.82%, 0.00%, 0.00%, 0, -1.#J%, -1.#J%, -1.#J%
1073, 4052, 2.49%, 1.08%, 3.35%, 2.21%, 8.24%, 2.19%, 43, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0, 100.00%, 0.00%, 0.00%
1074, 5382, 3.38%, 1.01%, 5.00%, 4.05%, 6.08%, 4.06%, 132, 0.00%, 0.00%, 0.00%, 10.81%, 0.00%, 0.00%, 0, -1.#J%, -1.#J%, -1.#J%
1075, 4872, 3.43%, 1.01%, 4.13%, 3.06%, 6.15%, 3.05%, 111, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0, 100.00%, 0.00%, 0.00%
1076, 12183, 9.29%, 7.19%, 19.13%, 12.07%, 25.00%, 25.21%, 824, 2.06%, 2.14%, 2.24%, 55.65%, 0.00%, 0.00%, 240, 93.40%, 0.00%, 6.60%
1077, 7933, 6.77%, 4.00%, 19.14%, 19.15%, 21.15%, 21.11%, 928, 0.00%, 0.00%, 2.14%, 40.73%, 0.00%, 0.00%, 0, 100.00%, 0.00%, 0.00%
1078, 8462, 4.65%, 2.04%, 10.22%, 6.11%, 13.46%, 13.19%, 322, 0.00%, 0.00%, 1.08%, 39.29%, 0.00%, 0.00%, 24, 98.24%, 0.00%, 1.76%
1079, 8549, 4.49%, 4.00%, 8.02%, 5.12%, 10.19%, 11.09%, 254, 1.01%, 2.03%, 1.08%, 45.86%, 0.00%, 0.00%, 352, 82.95%, 0.00%, 17.05%
1080, 9549, 4.50%, 0.00%, 0.00%, 0.00%, 3.01%, 1.00%, 40, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0, -1.#J%, -1.#J%, -1.#J%
1081, 5591, 3.36%, 0.00%, 0.00%, 0.00%, 5.00%, 0.00%, 16, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0, -1.#J%, -1.#J%, -1.#J%
1082, 4472, 3.44%, 0.00%, 0.00%, 0.00%, 7.17%, 0.00%, 4, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0, -1.#J%, -1.#J%, -1.#J%
1083, 5906, 4.59%, 2.00%, 9.33%, 7.30%, 10.26%, 6.07%, 234, 0.00%, 0.00%, 0.00%, 17.38%, 0.00%, 0.00%, 72, 57.69%, 0.00%, 42.31%
1084, 4031, 3.41%, 0.00%, 0.00%, 0.00%, 6.00%, 0.00%, 2, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0, 100.00%, 0.00%, 0.00%
1085, 6143, 6.88%, 4.04%, 17.48%, 11.00%, 21.04%, 9.01%, 343, 1.00%, 1.02%, 0.00%, 12.64%, 0.00%, 0.00%, 0, 100.00%, 0.00%, 0.00%
1086, 6769, 4.50%, 0.00%, 1.00%, 1.00%, 4.00%, 1.01%, 72, 1.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0, -1.#J%, -1.#J%, -1.#J%
1087, 6506, 6.82%, 6.26%, 19.66%, 12.32%, 22.43%, 10.32%, 396, 1.03%, 2.00%, 1.09%, 27.94%, 0.00%, 0.00%, 608, 57.68%, 0.00%, 42.32%
1088, 5560, 3.35%, 0.00%, 2.02%, 1.00%, 5.03%, 1.00%, 52, 0.00%, 0.00%, 0.00%, 15.01%, 0.00%, 0.00%, 64, 0.00%, 0.00%, 100.00%
1089, 5704, 3.41%, 1.01%, 5.09%, 3.00%, 6.01%, 3.00%, 109, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0, 100.00%, 0.00%, 0.00%
1090, 4102, 5.66%, 3.03%, 13.31%, 9.37%, 15.00%, 9.33%, 222, 0.00%, 0.00%, 0.00%, 17.41%, 0.00%, 0.00%, 0, 100.00%, 0.00%, 0.00%
1091, 6398, 8.19%, 6.14%, 12.53%, 8.00%, 14.53%, 6.05%, 268, 3.03%, 4.07%, 2.18%, 19.71%, 0.00%, 0.00%, 384, 60.10%, 0.00%, 39.90%
1092, 6990, 4.51%, 0.00%, 0.00%, 0.00%, 2.00%, 0.00%, 4, 0.00%, 0.00%, 0.00%, 8.68%, 0.00%, 0.00%, 0, -1.#J%, -1.#J%, -1.#J%
1093, 6570, 3.52%, 0.00%, 0.00%, 0.00%, 2.00%, 0.00%, 12, 0.00%, 0.00%, 0.00%, 11.07%, 0.00%, 0.00%, 0, -1.#J%, -1.#J%, -1.#J%
1094, 6545, 4.49%, 3.00%, 4.04%, 3.03%, 5.08%, 3.05%, 120, 0.00%, 1.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0, 100.00%, 0.00%, 0.00%
1095, 7001, 4.53%, 2.01%, 4.06%, 2.02%, 4.04%, 2.00%, 120, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0, -1.#J%, -1.#J%, -1.#J%
1096, 5888, 4.55%, 7.00%, 10.08%, 6.15%, 11.13%, 5.08%, 200, 3.08%, 5.12%, 3.19%, 24.96%, 0.00%, 0.00%, 912, 30.30%, 0.00%, 69.70%
1097, 6114, 3.43%, 0.00%, 0.00%, 0.00%, 3.00%, 0.00%, 17, 0.00%, 0.00%, 0.00%, 6.51%, 0.00%, 0.00%, 80, 48.31%, 0.00%, 51.69%
1098, 5643, 4.53%, 3.05%, 10.17%, 6.07%, 9.14%, 5.06%, 200, 0.00%, 1.01%, 0.00%, 15.13%, 0.00%, 0.00%, 8, 83.33%, 0.00%, 16.67%
1099, 6630, 3.36%, 0.00%, 0.00%, 0.00%, 2.00%, 0.00%, 17, 0.00%, 0.00%, 0.00%, 6.46%, 0.00%, 0.00%, 16, 0.00%, 0.00%, 100.00%
1100, 3915, 3.40%, 1.03%, 5.05%, 4.00%, 8.21%, 4.06%, 110, 0.00%, 0.00%, 0.00%, 17.50%, 0.00%, 0.00%, 0, 100.00%, 0.00%, 0.00%
1101, 8517, 4.68%, 3.02%, 5.18%, 4.14%, 5.17%, 3.06%, 185, 0.00%, 2.00%, 1.09%, 14.26%, 0.00%, 0.00%, 312, 46.43%, 0.00%, 53.57%
1102, 4251, 5.60%, 2.19%, 18.00%, 17.64%, 18.91%, 18.90%, 399, 0.00%, 0.00%, 0.00%, 13.79%, 0.00%, 0.00%, 0, 100.00%, 0.00%, 0.00%
1103, 7514, 3.41%, 3.08%, 6.00%, 6.12%, 5.02%, 7.05%, 136, 0.00%, 2.05%, 1.07%, 9.57%, 0.00%, 0.00%, 0, 100.00%, 0.00%, 0.00%
1104, 9013, 4.55%, 3.05%, 11.10%, 9.13%, 9.00%, 12.19%, 435, 0.00%, 2.05%, 1.08%, 9.90%, 0.00%, 0.00%, 0, 100.00%, 0.00%, 0.00%
